flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,pkt_size_p10,pkt_size_p25,pkt_size_p75,pkt_size_p90,pkt_size_p95,fwd_pkt_size_mean,fwd_pkt_size_std,fwd_pkt_size_min,fwd_pkt_size_max,fwd_pkt_size_median,fwd_pkt_size_p10,fwd_pkt_size_p25,fwd_pkt_size_p75,fwd_pkt_size_p90,fwd_pkt_size_p95,bwd_pkt_size_mean,bwd_pkt_size_std,bwd_pkt_size_min,bwd_pkt_size_max,bwd_pkt_size_median,bwd_pkt_size_p10,bwd_pkt_size_p25,bwd_pkt_size_p75,bwd_pkt_size_p90,bwd_pkt_size_p95,iat_mean,iat_std,iat_min,iat_max,iat_median,iat_p10,iat_p25,iat_p75,iat_p90,iat_p95,fwd_iat_mean,fwd_iat_std,fwd_iat_min,fwd_iat_max,fwd_iat_median,fwd_iat_p10,fwd_iat_p25,fwd_iat_p75,fwd_iat_p90,fwd_iat_p95,bwd_iat_mean,bwd_iat_std,bwd_iat_min,bwd_iat_max,bwd_iat_median,bwd_iat_p10,bwd_iat_p25,bwd_iat_p75,bwd_iat_p90,bwd_iat_p95,fwd_packet_count,bwd_packet_count,fwd_byte_count,bwd_byte_count,packet_ratio,byte_ratio,direction_switch_count,packets_per_sec,bytes_per_sec,fwd_packets_per_sec,bwd_packets_per_sec,burst_count,mean_burst_packets,max_burst_packets,mean_burst_bytes,max_burst_bytes,mean_burst_duration,max_burst_duration,burst_density,flow_duration,total_packets,total_bytes,flow_rate_packets,flow_rate_bytes
20260823_150323_web_001_2c60_flow_00000,real_20260823_150323_web_001_2c60,20260823_150323_web_001_2c60,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,187.651163,60.410593,40.000000,369.000000,187.500000,108.900000,145.250000,230.750000,262.000000,277.000000,187.651163,60.410593,40.000000,369.000000,187.500000,108.900000,145.250000,230.750000,262.000000,277.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138625,0.134428,0.000438,0.777418,0.096720,0.015148,0.043975,0.203425,0.294605,0.402563,0.138625,0.134428,0.000438,0.777418,0.096720,0.015148,0.043975,0.203425,0.294605,0.402563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,430.000000,0.000000,80690.000000,0.000000,430.000000,80690.000000,0.000000,7.370940,1383.165506,7.370940,0.000000,1.000000,430.000000,430.000000,80690.000000,80690.000000,59.470044,59.470044,7.370940,58.337198,430.000000,80690.000000,7.370940,1383.165506
20260823_150323_web_001_2c60_flow_00001,real_20260823_150323_web_001_2c60,20260823_150323_web_001_2c60,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,304.179541,110.151309,40.000000,648.000000,308.000000,158.400000,228.000000,374.500000,446.000000,483.000000,304.179541,110.151309,40.000000,648.000000,308.000000,158.400000,228.000000,374.500000,446.000000,483.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.121316,0.112264,0.000171,0.678322,0.085945,0.013763,0.035323,0.180136,0.267211,0.341980,0.121316,0.112264,0.000171,0.678322,0.085945,0.013763,0.035323,0.180136,0.267211,0.341980,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,479.000000,0.000000,145702.000000,0.000000,479.000000,145702.000000,0.000000,8.211093,2497.646461,8.211093,0.000000,1.000000,479.000000,479.000000,145702.000000,145702.000000,57.989158,57.989158,8.211093,58.335718,479.000000,145702.000000,8.211093,2497.646461
20260823_150454_web_001_17f5_flow_00000,real_20260823_150454_web_001_17f5,20260823_150454_web_001_17f5,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,225.515974,75.148624,40.000000,428.000000,225.000000,126.000000,170.000000,278.000000,326.000000,352.500000,225.515974,75.148624,40.000000,428.000000,225.000000,126.000000,170.000000,278.000000,326.000000,352.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.102947,0.099730,0.000025,0.580599,0.071389,0.009859,0.027085,0.148278,0.241842,0.299067,0.102947,0.099730,0.000025,0.580599,0.071389,0.009859,0.027085,0.148278,0.241842,0.299067,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,626.000000,0.000000,141173.000000,0.000000,626.000000,141173.000000,0.000000,10.467521,2360.593305,10.467521,0.000000,1.000000,626.000000,626.000000,141173.000000,141173.000000,64.341858,64.341858,10.467521,59.804033,626.000000,141173.000000,10.467521,2360.593305
20260823_150454_web_001_17f5_flow_00001,real_20260823_150454_web_001_17f5,20260823_150454_web_001_17f5,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,216.759473,71.989421,40.000000,405.000000,216.000000,123.000000,164.000000,268.000000,312.400000,337.000000,216.759473,71.989421,40.000000,405.000000,216.000000,123.000000,164.000000,268.000000,312.400000,337.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.088415,0.091033,0.000207,0.598388,0.059508,0.010362,0.024953,0.119466,0.205932,0.260699,0.088415,0.091033,0.000207,0.598388,0.059508,0.010362,0.024953,0.119466,0.205932,0.260699,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,607.000000,0.000000,131573.000000,0.000000,607.000000,131573.000000,0.000000,10.157678,2201.773026,10.157678,0.000000,1.000000,607.000000,607.000000,131573.000000,131573.000000,53.579256,53.579256,10.157678,59.757749,607.000000,131573.000000,10.157678,2201.773026
20260823_150634_web_001_ddf0_flow_00000,real_20260823_150634_web_001_ddf0,20260823_150634_web_001_ddf0,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,255.047506,86.046154,40.000000,544.000000,250.000000,147.000000,194.000000,316.000000,367.000000,405.000000,255.047506,86.046154,40.000000,544.000000,250.000000,147.000000,194.000000,316.000000,367.000000,405.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.143504,0.147186,0.000101,0.856156,0.100628,0.014820,0.039544,0.194243,0.329007,0.432267,0.143504,0.147186,0.000101,0.856156,0.100628,0.014820,0.039544,0.194243,0.329007,0.432267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,421.000000,0.000000,107375.000000,0.000000,421.000000,107375.000000,0.000000,7.090597,1808.439142,7.090597,0.000000,1.000000,421.000000,421.000000,107375.000000,107375.000000,60.271806,60.271806,7.090597,59.374406,421.000000,107375.000000,7.090597,1808.439142
20260823_150634_web_001_ddf0_flow_00001,real_20260823_150634_web_001_ddf0,20260823_150634_web_001_ddf0,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,234.072319,84.859426,40.000000,493.000000,234.000000,126.000000,176.000000,287.000000,348.000000,381.000000,234.072319,84.859426,40.000000,493.000000,234.000000,126.000000,176.000000,287.000000,348.000000,381.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.160393,0.170784,0.000300,1.184279,0.106007,0.019066,0.046555,0.208105,0.340298,0.502757,0.160393,0.170784,0.000300,1.184279,0.106007,0.019066,0.046555,0.208105,0.340298,0.502757,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,401.000000,0.000000,93863.000000,0.000000,401.000000,93863.000000,0.000000,6.763318,1583.105483,6.763318,0.000000,4.000000,100.250000,266.000000,23465.750000,60653.000000,15.180800,38.605793,6.763318,59.290427,401.000000,93863.000000,6.763318,1583.105483
20260823_150817_web_001_e5b6_flow_00000,real_20260823_150817_web_001_e5b6,20260823_150817_web_001_e5b6,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,325.403880,106.553015,40.000000,595.000000,327.000000,191.000000,255.000000,399.000000,465.400000,501.700000,325.403880,106.553015,40.000000,595.000000,327.000000,191.000000,255.000000,399.000000,465.400000,501.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.107910,0.106184,0.000159,0.701730,0.071544,0.014041,0.037266,0.143410,0.266256,0.307041,0.107910,0.106184,0.000159,0.701730,0.071544,0.014041,0.037266,0.143410,0.266256,0.307041,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,567.000000,0.000000,184504.000000,0.000000,567.000000,184504.000000,0.000000,9.498397,3090.815246,9.498397,0.000000,1.000000,567.000000,567.000000,184504.000000,184504.000000,61.077072,61.077072,9.498397,59.694283,567.000000,184504.000000,9.498397,3090.815246
20260823_150817_web_001_e5b6_flow_00001,real_20260823_150817_web_001_e5b6,20260823_150817_web_001_e5b6,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_github_docs,real,v2,191.412955,70.961089,40.000000,423.000000,189.500000,102.000000,143.000000,238.750000,279.000000,316.350000,191.412955,70.961089,40.000000,423.000000,189.500000,102.000000,143.000000,238.750000,279.000000,316.350000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.125453,0.126531,0.000066,0.823990,0.084319,0.012024,0.032012,0.176795,0.290910,0.376904,0.125453,0.126531,0.000066,0.823990,0.084319,0.012024,0.032012,0.176795,0.290910,0.376904,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,494.000000,0.000000,94558.000000,0.000000,494.000000,94558.000000,0.000000,8.283992,1585.663470,8.283992,0.000000,1.000000,494.000000,494.000000,94558.000000,94558.000000,61.848292,61.848292,8.283992,59.633082,494.000000,94558.000000,8.283992,1585.663470
20260823_150936_web_001_534c_flow_00000,real_20260823_150936_web_001_534c,20260823_150936_web_001_534c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,206.846591,70.563088,40.000000,442.000000,203.000000,117.900000,159.000000,256.250000,300.000000,326.050000,206.846591,70.563088,40.000000,442.000000,203.000000,117.900000,159.000000,256.250000,300.000000,326.050000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.070254,0.071744,0.000278,0.466374,0.046062,0.005981,0.019110,0.101508,0.161331,0.214483,0.070254,0.071744,0.000278,0.466374,0.046062,0.005981,0.019110,0.101508,0.161331,0.214483,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,880.000000,0.000000,182025.000000,0.000000,880.000000,182025.000000,0.000000,14.675052,3035.484578,14.675052,0.000000,1.000000,880.000000,880.000000,182025.000000,182025.000000,61.752900,61.752900,14.675052,59.965714,880.000000,182025.000000,14.675052,3035.484578
20260823_150936_web_001_534c_flow_00001,real_20260823_150936_web_001_534c,20260823_150936_web_001_534c,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,367.479106,124.624232,40.000000,755.000000,366.000000,208.000000,278.000000,456.000000,525.000000,568.000000,367.479106,124.624232,40.000000,755.000000,366.000000,208.000000,278.000000,456.000000,525.000000,568.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.057433,0.060257,0.000051,0.557933,0.038993,0.004554,0.014588,0.079196,0.137092,0.181596,0.057433,0.060257,0.000051,0.557933,0.038993,0.004554,0.014588,0.079196,0.137092,0.181596,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1029.000000,0.000000,378136.000000,0.000000,1029.000000,378136.000000,0.000000,17.168710,6309.142366,17.168710,0.000000,1.000000,1029.000000,1029.000000,378136.000000,378136.000000,59.040940,59.040940,17.168710,59.934612,1029.000000,378136.000000,17.168710,6309.142366
20260823_151441_video_001_104d_flow_00000,real_20260823_151441_video_001_104d,20260823_151441_video_001_104d,Video,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,vid_twitch_live,real,v2,1155.084386,308.554549,40.000000,1420.000000,1263.000000,697.000000,967.000000,1420.000000,1420.000000,1420.000000,1155.084386,308.554549,40.000000,1420.000000,1263.000000,697.000000,967.000000,1420.000000,1420.000000,1420.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003880,0.003892,0.000000,0.035431,0.002680,0.000400,0.001110,0.005340,0.008994,0.011675,0.003880,0.003892,0.000000,0.035431,0.002680,0.000400,0.001110,0.005340,0.008994,0.011675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,15441.000000,0.000000,17835658.000000,0.000000,15441.000000,17835658.000000,0.000000,257.702937,297668.638108,257.702937,0.000000,1.000000,15441.000000,15441.000000,17835658.000000,17835658.000000,59.906374,59.906374,257.702937,59.917827,15441.000000,17835658.000000,257.702937,297668.638108
20260823_151441_video_001_104d_flow_00001,real_20260823_151441_video_001_104d,20260823_151441_video_001_104d,Video,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,vid_twitch_live,real,v2,207.662151,72.698385,40.000000,479.000000,209.000000,112.900000,158.000000,256.000000,300.000000,329.000000,207.662151,72.698385,40.000000,479.000000,209.000000,112.900000,158.000000,256.000000,300.000000,329.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024319,0.023850,0.000006,0.160050,0.017062,0.002368,0.006851,0.034563,0.056395,0.072447,0.024319,0.023850,0.000006,0.160050,0.017062,0.002368,0.006851,0.034563,0.056395,0.072447,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2510.000000,0.000000,521232.000000,0.000000,2510.000000,521232.000000,0.000000,41.939359,8709.217454,41.939359,0.000000,1.000000,2510.000000,2510.000000,521232.000000,521232.000000,61.017113,61.017113,41.939359,59.848316,2510.000000,521232.000000,41.939359,8709.217454
