flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,window_id,window_index,window_start,window_end,packet_count,byte_count,mean_packet_size,std_packet_size,median_packet_size,p90_packet_size,p95_packet_size,mean_iat,std_iat,median_iat,p90_iat,forward_packets,backward_packets,forward_bytes,backward_bytes,packet_rate,byte_rate,burst_count,mean_burst_size,burst_rate,direction_switch_count
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w010,10,10.000,12.000,87.000000,20499.000000,235.620690,74.936485,232.000000,334.400000,351.100000,0.021934,0.019840,0.016283,0.046162,87.000000,0.000000,20499.000000,0.000000,43.500000,10249.500000,7.000000,12.428571,3.500000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w011,11,11.000,13.000,82.000000,19271.000000,235.012195,70.046064,233.500000,316.500000,340.700000,0.023687,0.020538,0.018766,0.048743,82.000000,0.000000,19271.000000,0.000000,41.000000,9635.500000,7.000000,11.714286,3.500000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w012,12,12.000,14.000,88.000000,21494.000000,244.250000,70.599905,250.500000,339.400000,359.900000,0.022822,0.028965,0.015927,0.045738,88.000000,0.000000,21494.000000,0.000000,44.000000,10747.000000,7.000000,12.571429,3.500000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w013,13,13.000,15.000,82.000000,20101.000000,245.134146,74.646608,250.000000,344.200000,361.700000,0.023946,0.031581,0.014720,0.044434,82.000000,0.000000,20101.000000,0.000000,41.000000,10050.500000,6.000000,13.666667,3.000000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w014,14,14.000,16.000,72.000000,17591.000000,244.319444,89.162122,252.000000,331.000000,391.700000,0.027561,0.023880,0.023590,0.054595,72.000000,0.000000,17591.000000,0.000000,36.000000,8795.500000,9.000000,8.000000,4.500000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w015,15,15.000,17.000,85.000000,20728.000000,243.858824,100.061646,253.000000,353.600000,412.600000,0.022958,0.020908,0.017135,0.049043,85.000000,0.000000,20728.000000,0.000000,42.500000,10364.000000,9.000000,9.444444,4.500000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w016,16,16.000,18.000,89.000000,22129.000000,248.640449,91.612428,254.000000,351.200000,391.800000,0.022582,0.024698,0.016392,0.046260,89.000000,0.000000,22129.000000,0.000000,44.500000,11064.500000,10.000000,8.900000,5.000000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w017,17,17.000,19.000,73.000000,17664.000000,241.972603,74.429515,251.000000,316.400000,345.600000,0.026406,0.026395,0.019620,0.065765,73.000000,0.000000,17664.000000,0.000000,36.500000,8832.000000,11.000000,6.636364,5.500000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w018,18,18.000,20.000,64.000000,15023.000000,234.734375,74.941486,240.500000,319.400000,349.500000,0.031129,0.032915,0.021657,0.072774,64.000000,0.000000,15023.000000,0.000000,32.000000,7511.500000,13.000000,4.923077,6.500000,0.000000
20260823_144333_web_001_5c95_flow_00000,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00000_w019,19,19.000,21.000,65.000000,15051.000000,231.553846,92.035283,231.000000,342.800000,368.800000,0.028487,0.027767,0.020303,0.066398,65.000000,0.000000,15051.000000,0.000000,32.500000,7525.500000,11.000000,5.909091,5.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w000,0,0.000,2.000,147.000000,152095.000000,1034.659864,326.425091,1086.000000,1420.000000,1420.000000,0.013665,0.014705,0.008484,0.032414,147.000000,0.000000,152095.000000,0.000000,73.500000,76047.500000,7.000000,21.000000,3.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w001,1,1.000,3.000,120.000000,130961.000000,1091.341667,285.721411,1135.500000,1420.000000,1420.000000,0.016536,0.016210,0.011132,0.038759,120.000000,0.000000,130961.000000,0.000000,60.000000,65480.500000,7.000000,17.142857,3.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w002,2,2.000,4.000,114.000000,123515.000000,1083.464912,283.299178,1148.000000,1420.000000,1420.000000,0.017224,0.017016,0.011645,0.039067,114.000000,0.000000,123515.000000,0.000000,57.000000,61757.500000,6.000000,19.000000,3.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w003,3,3.000,5.000,135.000000,143787.000000,1065.088889,313.203294,1105.000000,1420.000000,1420.000000,0.014575,0.013374,0.011122,0.030894,135.000000,0.000000,143787.000000,0.000000,67.500000,71893.500000,3.000000,45.000000,1.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w004,4,4.000,6.000,134.000000,141819.000000,1058.350746,346.934298,1148.500000,1420.000000,1420.000000,0.014993,0.016470,0.011470,0.030649,134.000000,0.000000,141819.000000,0.000000,67.000000,70909.500000,6.000000,22.333333,3.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w005,5,5.000,7.000,114.000000,127358.000000,1117.175439,330.587044,1225.500000,1420.000000,1420.000000,0.017399,0.018262,0.011982,0.038438,114.000000,0.000000,127358.000000,0.000000,57.000000,63679.000000,8.000000,14.250000,4.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w006,6,6.000,8.000,131.000000,145122.000000,1107.801527,310.859985,1197.000000,1420.000000,1420.000000,0.015066,0.013003,0.011321,0.033088,131.000000,0.000000,145122.000000,0.000000,65.500000,72561.000000,4.000000,32.750000,2.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w007,7,7.000,9.000,136.000000,149297.000000,1097.772059,302.961218,1135.000000,1420.000000,1420.000000,0.014729,0.012184,0.011765,0.030532,136.000000,0.000000,149297.000000,0.000000,68.000000,74648.500000,3.000000,45.333333,1.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w008,8,8.000,10.000,123.000000,133707.000000,1087.048780,309.224229,1126.000000,1420.000000,1420.000000,0.016265,0.016145,0.011153,0.034861,123.000000,0.000000,133707.000000,0.000000,61.500000,66853.500000,6.000000,20.500000,3.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w009,9,9.000,11.000,118.000000,126923.000000,1075.618644,315.090811,1105.500000,1420.000000,1420.000000,0.016837,0.018564,0.010255,0.041137,118.000000,0.000000,126923.000000,0.000000,59.000000,63461.500000,11.000000,10.727273,5.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w010,10,10.000,12.000,117.000000,126231.000000,1078.897436,309.545528,1153.000000,1420.000000,1420.000000,0.017010,0.016826,0.011055,0.040516,117.000000,0.000000,126231.000000,0.000000,58.500000,63115.500000,10.000000,11.700000,5.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w011,11,11.000,13.000,124.000000,132253.000000,1066.556452,308.991604,1077.000000,1420.000000,1420.000000,0.016178,0.015126,0.010829,0.040018,124.000000,0.000000,132253.000000,0.000000,62.000000,66126.500000,5.000000,24.800000,2.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w012,12,12.000,14.000,121.000000,128893.000000,1065.231405,318.457147,1078.000000,1420.000000,1420.000000,0.016499,0.014356,0.013027,0.041093,121.000000,0.000000,128893.000000,0.000000,60.500000,64446.500000,4.000000,30.250000,2.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w013,13,13.000,15.000,123.000000,131147.000000,1066.235772,321.134019,1125.000000,1420.000000,1420.000000,0.016270,0.015320,0.012438,0.037473,123.000000,0.000000,131147.000000,0.000000,61.500000,65573.500000,6.000000,20.500000,3.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w014,14,14.000,16.000,133.000000,143737.000000,1080.729323,312.485576,1128.000000,1420.000000,1420.000000,0.015054,0.014584,0.011469,0.029969,133.000000,0.000000,143737.000000,0.000000,66.500000,71868.500000,5.000000,26.600000,2.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w015,15,15.000,17.000,127.000000,137408.000000,1081.952756,328.702648,1157.000000,1420.000000,1420.000000,0.015828,0.015187,0.011469,0.035136,127.000000,0.000000,137408.000000,0.000000,63.500000,68704.000000,6.000000,21.166667,3.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w016,16,16.000,18.000,120.000000,130936.000000,1091.133333,327.622011,1189.000000,1420.000000,1420.000000,0.016780,0.015953,0.012121,0.035433,120.000000,0.000000,130936.000000,0.000000,60.000000,65468.000000,6.000000,20.000000,3.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w017,17,17.000,19.000,126.000000,139716.000000,1108.857143,303.167975,1188.000000,1420.000000,1420.000000,0.015753,0.014273,0.010657,0.035738,126.000000,0.000000,139716.000000,0.000000,63.000000,69858.000000,5.000000,25.200000,2.500000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w018,18,18.000,20.000,130.000000,142165.000000,1093.576923,297.313843,1150.500000,1420.000000,1420.000000,0.015355,0.015143,0.009798,0.040657,130.000000,0.000000,142165.000000,0.000000,65.000000,71082.500000,8.000000,16.250000,4.000000,0.000000
20260823_144333_web_001_5c95_flow_00001,real_20260823_144333_web_001_5c95,20260823_144333_web_001_5c95,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_tech_blogs,real,v2,20260823_144333_web_001_5c95_flow_00001_w019,19,19.000,21.000,120.000000,126540.000000,1054.500000,330.898499,1094.000000,1420.000000,1420.000000,0.016372,0.016926,0.009450,0.040657,120.000000,0.000000,126540.000000,0.000000,60.000000,63270.000000,9.000000,13.333333,4.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w000,0,0.000,2.000,20.000000,6100.000000,305.000000,106.003774,305.500000,438.400000,454.300000,0.098116,0.103405,0.077590,0.204376,20.000000,0.000000,6100.000000,0.000000,10.000000,3050.000000,13.000000,1.538462,6.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w001,1,1.000,3.000,18.000000,4801.000000,266.722222,110.041813,283.000000,370.600000,393.650000,0.114635,0.107595,0.095484,0.228360,18.000000,0.000000,4801.000000,0.000000,9.000000,2400.500000,13.000000,1.384615,6.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w002,2,2.000,4.000,10.000000,2498.000000,249.800000,102.566856,267.500000,348.500000,359.750000,0.208089,0.139948,0.156221,0.443357,10.000000,0.000000,2498.000000,0.000000,5.000000,1249.000000,9.000000,1.111111,4.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w003,3,3.000,5.000,10.000000,2680.000000,268.000000,66.517667,278.500000,343.100000,357.050000,0.170965,0.139345,0.139521,0.342714,10.000000,0.000000,2680.000000,0.000000,5.000000,1340.000000,8.000000,1.250000,4.000000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w004,4,4.000,6.000,12.000000,2979.000000,248.250000,73.373616,256.000000,284.900000,339.450000,0.172235,0.157459,0.087893,0.360798,12.000000,0.000000,2979.000000,0.000000,6.000000,1489.500000,8.000000,1.500000,4.000000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w005,5,5.000,7.000,13.000000,3283.000000,252.538462,82.654625,255.000000,383.000000,409.600000,0.156057,0.154709,0.084218,0.428109,13.000000,0.000000,3283.000000,0.000000,6.500000,1641.500000,9.000000,1.444444,4.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w006,6,6.000,8.000,12.000000,3367.000000,280.583333,103.294448,272.500000,415.900000,418.700000,0.149119,0.112158,0.117778,0.187252,12.000000,0.000000,3367.000000,0.000000,6.000000,1683.500000,11.000000,1.090909,5.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w007,7,7.000,9.000,17.000000,4727.000000,278.058824,93.617162,251.000000,418.400000,434.400000,0.122927,0.119094,0.093240,0.246490,17.000000,0.000000,4727.000000,0.000000,8.500000,2363.500000,14.000000,1.214286,7.000000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w008,8,8.000,10.000,19.000000,4891.000000,257.421053,82.328172,251.000000,328.400000,352.600000,0.107165,0.099724,0.093240,0.261416,19.000000,0.000000,4891.000000,0.000000,9.500000,2445.500000,13.000000,1.461538,6.500000,0.000000
20260823_145151_web_001_0bbf_flow_00000,real_20260823_145151_web_001_0bbf,20260823_145151_web_001_0bbf,Web,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,web_ecommerce,real,v2,20260823_145151_web_001_0bbf_flow_00000_w009,9,9.000,11.000,13.000000,3683.000000,283.307692,87.714909,297.000000,358.800000,397.200000,0.149339,0.099086,0.140380,0.315780,13.000000,0.000000,3683.000000,0.000000,6.500000,1841.500000,11.000000,1.181818,5.500000,0.000000
