flow_id,file_id,session_id,traffic_class,environment_id,network_condition_id,capture_day,capture_date,collection_batch,device_id,interface_type,tunnel_state,activity_variant,data_origin,dataset_version,sequence_length,flow_duration,packet_count_mean,packet_count_std,packet_count_min,packet_count_max,packet_count_median,packet_count_first,packet_count_last,packet_count_delta,packet_count_slope,byte_count_mean,byte_count_std,byte_count_min,byte_count_max,byte_count_median,byte_count_first,byte_count_last,byte_count_delta,byte_count_slope,mean_packet_size_mean,mean_packet_size_std,mean_packet_size_min,mean_packet_size_max,mean_packet_size_median,mean_packet_size_first,mean_packet_size_last,mean_packet_size_delta,mean_packet_size_slope,std_packet_size_mean,std_packet_size_std,std_packet_size_min,std_packet_size_max,std_packet_size_median,std_packet_size_first,std_packet_size_last,std_packet_size_delta,std_packet_size_slope,median_packet_size_mean,median_packet_size_std,median_packet_size_min,median_packet_size_max,median_packet_size_median,median_packet_size_first,median_packet_size_last,median_packet_size_delta,median_packet_size_slope,p90_packet_size_mean,p90_packet_size_std,p90_packet_size_min,p90_packet_size_max,p90_packet_size_median,p90_packet_size_first,p90_packet_size_last,p90_packet_size_delta,p90_packet_size_slope,p95_packet_size_mean,p95_packet_size_std,p95_packet_size_min,p95_packet_size_max,p95_packet_size_median,p95_packet_size_first,p95_packet_size_last,p95_packet_size_delta,p95_packet_size_slope,mean_iat_mean,mean_iat_std,mean_iat_min,mean_iat_max,mean_iat_median,mean_iat_first,mean_iat_last,mean_iat_delta,mean_iat_slope,std_iat_mean,std_iat_std,std_iat_min,std_iat_max,std_iat_median,std_iat_first,std_iat_last,std_iat_delta,std_iat_slope,median_iat_mean,median_iat_std,median_iat_min,median_iat_max,median_iat_median,median_iat_first,median_iat_last,median_iat_delta,median_iat_slope,p90_iat_mean,p90_iat_std,p90_iat_min,p90_iat_max,p90_iat_median,p90_iat_first,p90_iat_last,p90_iat_delta,p90_iat_slope,forward_packets_mean,forward_packets_std,forward_packets_min,forward_packets_max,forward_packets_median,forward_packets_first,forward_packets_last,forward_packets_delta,forward_packets_slope,backward_packets_mean,backward_packets_std,backward_packets_min,backward_packets_max,backward_packets_median,backward_packets_first,backward_packets_last,backward_packets_delta,backward_packets_slope,forward_bytes_mean,forward_bytes_std,forward_bytes_min,forward_bytes_max,forward_bytes_median,forward_bytes_first,forward_bytes_last,forward_bytes_delta,forward_bytes_slope,backward_bytes_mean,backward_bytes_std,backward_bytes_min,backward_bytes_max,backward_bytes_median,backward_bytes_first,backward_bytes_last,backward_bytes_delta,backward_bytes_slope,packet_rate_mean,packet_rate_std,packet_rate_min,packet_rate_max,packet_rate_median,packet_rate_first,packet_rate_last,packet_rate_delta,packet_rate_slope,byte_rate_mean,byte_rate_std,byte_rate_min,byte_rate_max,byte_rate_median,byte_rate_first,byte_rate_last,byte_rate_delta,byte_rate_slope,burst_count_mean,burst_count_std,burst_count_min,burst_count_max,burst_count_median,burst_count_first,burst_count_last,burst_count_delta,burst_count_slope,mean_burst_size_mean,mean_burst_size_std,mean_burst_size_min,mean_burst_size_max,mean_burst_size_median,mean_burst_size_first,mean_burst_size_last,mean_burst_size_delta,mean_burst_size_slope,burst_rate_mean,burst_rate_std,burst_rate_min,burst_rate_max,burst_rate_median,burst_rate_first,burst_rate_last,burst_rate_delta,burst_rate_slope,direction_switch_count_mean,direction_switch_count_std,direction_switch_count_min,direction_switch_count_max,direction_switch_count_median,direction_switch_count_first,direction_switch_count_last,direction_switch_count_delta,direction_switch_count_slope,window_count,active_window_fraction,burst_fraction,idle_fraction
20260823_161916_voip_001_7fd9_flow_00000,real_20260823_161916_voip_001_7fd9,20260823_161916_voip_001_7fd9,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,30,62.508,21.033333,3.842598,15.000000,29.000000,20.500000,26.000000,21.000000,-5.000000,-0.166667,9590.433333,1460.755916,6997.000000,12491.000000,9533.500000,11659.000000,9791.000000,-1868.000000,-62.266667,459.372151,32.435133,400.888889,522.842105,462.346154,448.423077,466.238095,17.815018,0.593834,152.935485,23.101710,120.974183,201.454463,152.819564,126.871277,127.073621,0.202344,0.006745,465.316667,39.652760,384.000000,548.000000,470.000000,460.500000,461.000000,0.500000,0.016667,637.126667,40.857067,554.400000,725.800000,634.350000,618.000000,629.000000,11.000000,0.366667,676.295000,58.838680,577.150000,808.500000,658.100000,658.000000,635.000000,-23.000000,-0.766667,0.096661,0.016893,0.067034,0.133789,0.097974,0.079099,0.091728,0.012628,0.000421,0.087636,0.024200,0.048915,0.137479,0.079802,0.057000,0.048915,-0.008085,-0.000270,0.071923,0.021025,0.032129,0.136367,0.075301,0.072629,0.086012,0.013383,0.000446,0.201425,0.039674,0.147293,0.316162,0.195567,0.162156,0.152961,-0.009195,-0.000307,21.033333,3.842598,15.000000,29.000000,20.500000,26.000000,21.000000,-5.000000,-0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,9590.433333,1460.755916,6997.000000,12491.000000,9533.500000,11659.000000,9791.000000,-1868.000000,-62.266667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.516667,1.921299,7.500000,14.500000,10.250000,13.000000,10.500000,-2.500000,-0.083333,4795.216667,730.377958,3498.500000,6245.500000,4766.750000,5829.500000,4895.500000,-934.000000,-31.133333,12.766667,1.874092,9.000000,16.000000,13.000000,16.000000,16.000000,0.000000,0.000000,1.657506,0.255507,1.250000,2.333333,1.591667,1.625000,1.312500,-0.312500,-0.010417,6.383333,0.937046,4.500000,8.000000,6.500000,8.000000,8.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_161916_voip_001_7fd9_flow_00001,real_20260823_161916_voip_001_7fd9,20260823_161916_voip_001_7fd9,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,30,60.352,15.800000,3.824483,9.000000,24.000000,15.500000,24.000000,12.000000,-12.000000,-0.400000,2985.200000,777.742005,1525.000000,4546.000000,2844.500000,4546.000000,2049.000000,-2497.000000,-83.233333,188.475779,16.347900,158.642857,240.055556,187.159649,189.416667,170.750000,-18.666667,-0.622222,66.204758,13.328340,45.898666,95.118733,62.839599,75.430385,45.898666,-29.531720,-0.984391,188.033333,20.571393,133.000000,218.500000,190.500000,202.000000,159.000000,-43.000000,-1.433333,269.750000,27.336042,225.800000,341.900000,271.400000,280.100000,252.000000,-28.100000,-0.936667,283.521667,28.360256,230.150000,345.350000,279.925000,313.750000,257.350000,-56.400000,-1.880000,0.127739,0.036983,0.079634,0.235432,0.121532,0.081967,0.160577,0.078610,0.002620,0.105840,0.021068,0.070293,0.157760,0.101254,0.084624,0.142573,0.057949,0.001932,0.099686,0.049265,0.043155,0.241250,0.089059,0.058123,0.094174,0.036051,0.001202,0.265658,0.058541,0.176232,0.422569,0.252583,0.221175,0.422569,0.201394,0.006713,15.800000,3.824483,9.000000,24.000000,15.500000,24.000000,12.000000,-12.000000,-0.400000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2985.200000,777.742005,1525.000000,4546.000000,2844.500000,4546.000000,2049.000000,-2497.000000,-83.233333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.900000,1.912241,4.500000,12.000000,7.750000,12.000000,6.000000,-6.000000,-0.200000,1492.600000,388.871003,762.500000,2273.000000,1422.250000,2273.000000,1024.500000,-1248.500000,-41.616667,10.766667,1.909334,7.000000,15.000000,10.500000,14.000000,10.000000,-4.000000,-0.133333,1.476000,0.309386,1.000000,2.300000,1.435606,1.714286,1.200000,-0.514286,-0.017143,5.383333,0.954667,3.500000,7.500000,5.250000,7.000000,5.000000,-2.000000,-0.066667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162123_voip_001_51e2_flow_00000,real_20260823_162123_voip_001_51e2,20260823_162123_voip_001_51e2,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,30,60.329,12.333333,2.674987,8.000000,19.000000,12.000000,16.000000,16.000000,0.000000,0.000000,3267.700000,668.446016,1833.000000,4443.000000,3376.000000,3998.000000,4443.000000,445.000000,14.833333,266.372095,26.182174,229.125000,355.500000,262.566667,249.875000,277.687500,27.812500,0.927083,79.836898,15.276461,50.418251,112.864564,76.781055,76.321585,73.508264,-2.813321,-0.093777,264.933333,28.728248,225.500000,379.000000,261.250000,243.000000,260.500000,17.500000,0.583333,354.960000,45.648071,297.400000,482.300000,347.250000,321.000000,350.000000,29.000000,0.966667,383.008333,50.868792,299.800000,515.150000,382.050000,353.500000,379.750000,26.250000,0.875000,0.158695,0.040422,0.093627,0.251360,0.151576,0.129284,0.130929,0.001645,0.000055,0.133997,0.034505,0.080746,0.193741,0.140948,0.169639,0.095219,-0.074419,-0.002481,0.119881,0.047817,0.058852,0.224729,0.110638,0.064966,0.110638,0.045673,0.001522,0.313820,0.075606,0.186666,0.460577,0.326664,0.228349,0.240978,0.012629,0.000421,12.333333,2.674987,8.000000,19.000000,12.000000,16.000000,16.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3267.700000,668.446016,1833.000000,4443.000000,3376.000000,3998.000000,4443.000000,445.000000,14.833333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.166667,1.337494,4.000000,9.500000,6.000000,8.000000,8.000000,0.000000,0.000000,1633.850000,334.223008,916.500000,2221.500000,1688.000000,1999.000000,2221.500000,222.500000,7.416667,9.466667,1.707500,6.000000,14.000000,9.500000,12.000000,14.000000,2.000000,0.066667,1.309121,0.198685,1.000000,1.714286,1.300000,1.333333,1.142857,-0.190476,-0.006349,4.733333,0.853750,3.000000,7.000000,4.750000,6.000000,7.000000,1.000000,0.033333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162123_voip_001_51e2_flow_00001,real_20260823_162123_voip_001_51e2,20260823_162123_voip_001_51e2,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,30,56.492,12.866667,4.055723,4.000000,22.000000,13.000000,11.000000,6.000000,-5.000000,-0.166667,3278.533333,1042.081786,995.000000,5488.000000,3299.500000,3046.000000,995.000000,-2051.000000,-68.366667,255.225246,25.460434,165.833333,307.666667,252.030769,276.909091,165.833333,-111.075758,-3.702525,82.341490,21.269140,30.102948,118.256854,87.428875,67.857410,82.819918,14.962508,0.498750,253.133333,30.338077,157.500000,296.000000,258.000000,280.000000,157.500000,-122.500000,-4.083333,352.276667,32.188328,249.500000,407.000000,357.400000,364.000000,249.500000,-114.500000,-3.816667,374.413333,37.256185,287.250000,433.900000,375.900000,378.500000,287.250000,-91.250000,-3.041667,0.156597,0.070910,0.084729,0.430175,0.140649,0.182485,0.150801,-0.031684,-0.001056,0.136774,0.056080,0.055016,0.292182,0.126428,0.145837,0.141909,-0.003928,-0.000131,0.123698,0.092139,0.031780,0.524934,0.106120,0.149544,0.064362,-0.085182,-0.002839,0.302752,0.113475,0.165998,0.576345,0.265030,0.376146,0.324968,-0.051177,-0.001706,12.866667,4.055723,4.000000,22.000000,13.000000,11.000000,6.000000,-5.000000,-0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3278.533333,1042.081786,995.000000,5488.000000,3299.500000,3046.000000,995.000000,-2051.000000,-68.366667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.433333,2.027861,2.000000,11.000000,6.500000,5.500000,3.000000,-2.500000,-0.083333,1639.266667,521.040893,497.500000,2744.000000,1649.750000,1523.000000,497.500000,-1025.500000,-34.183333,9.100000,2.371357,4.000000,13.000000,9.500000,9.000000,4.000000,-5.000000,-0.166667,1.410044,0.257262,1.000000,2.000000,1.404040,1.222222,1.500000,0.277778,0.009259,4.550000,1.185678,2.000000,6.500000,4.750000,4.500000,2.000000,-2.500000,-0.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162302_voip_001_6194_flow_00000,real_20260823_162302_voip_001_6194,20260823_162302_voip_001_6194,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,30,54.874,23.166667,3.088509,16.000000,28.000000,23.000000,25.000000,20.000000,-5.000000,-0.166667,10111.200000,1580.065577,5787.000000,13430.000000,10067.500000,9873.000000,8667.000000,-1206.000000,-40.200000,436.088351,33.106203,361.687500,490.944444,431.714286,394.920000,433.350000,38.430000,1.281000,147.548093,22.882573,79.554818,181.248966,145.110453,143.681849,136.866824,-6.815025,-0.227167,440.300000,50.268545,328.000000,536.500000,441.000000,380.000000,395.000000,15.000000,0.500000,613.066667,48.359276,520.100000,712.600000,597.000000,570.000000,597.500000,27.500000,0.916667,658.130000,50.483837,533.400000,744.500000,660.200000,622.000000,660.650000,38.650000,1.288333,0.084332,0.012700,0.065012,0.121339,0.082235,0.081199,0.097868,0.016669,0.000556,0.083730,0.020610,0.056528,0.138811,0.083819,0.060798,0.115925,0.055127,0.001838,0.060050,0.013476,0.042276,0.087918,0.056240,0.087253,0.050044,-0.037209,-0.001240,0.184179,0.050283,0.121878,0.325543,0.172257,0.143737,0.293349,0.149612,0.004987,23.166667,3.088509,16.000000,28.000000,23.000000,25.000000,20.000000,-5.000000,-0.166667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10111.200000,1580.065577,5787.000000,13430.000000,10067.500000,9873.000000,8667.000000,-1206.000000,-40.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,11.583333,1.544255,8.000000,14.000000,11.500000,12.500000,10.000000,-2.500000,-0.083333,5055.600000,790.032788,2893.500000,6715.000000,5033.750000,4936.500000,4333.500000,-603.000000,-20.100000,13.266667,1.436044,10.000000,16.000000,13.000000,16.000000,11.000000,-5.000000,-0.166667,1.751566,0.197063,1.454545,2.090909,1.766667,1.562500,1.818182,0.255682,0.008523,6.633333,0.718022,5.000000,8.000000,6.500000,8.000000,5.500000,-2.500000,-0.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162302_voip_001_6194_flow_00001,real_20260823_162302_voip_001_6194,20260823_162302_voip_001_6194,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_discord_voice,real,v2,30,56.967,17.766667,4.014003,7.000000,26.000000,18.000000,15.000000,26.000000,11.000000,0.366667,3925.766667,951.674863,1733.000000,5939.000000,3880.000000,2783.000000,5939.000000,3156.000000,105.200000,221.084801,19.463617,170.916667,261.000000,222.025000,185.533333,228.423077,42.889744,1.429658,69.406653,10.852512,49.139939,96.075738,69.769584,70.665283,64.069778,-6.595505,-0.219850,228.850000,19.442715,177.000000,257.000000,234.500000,201.000000,225.500000,24.500000,0.816667,299.960000,30.842510,223.200000,352.600000,308.300000,250.000000,314.000000,64.000000,2.133333,316.101667,29.255576,259.650000,365.400000,321.400000,274.200000,333.750000,59.550000,1.985000,0.114155,0.034154,0.073814,0.253083,0.110520,0.133478,0.073814,-0.059663,-0.001989,0.104725,0.028379,0.067898,0.186287,0.101128,0.101600,0.077740,-0.023859,-0.000795,0.077387,0.039285,0.040281,0.248023,0.069019,0.127410,0.042265,-0.085146,-0.002838,0.244818,0.069464,0.141401,0.405647,0.235741,0.243246,0.223207,-0.020039,-0.000668,17.766667,4.014003,7.000000,26.000000,18.000000,15.000000,26.000000,11.000000,0.366667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3925.766667,951.674863,1733.000000,5939.000000,3880.000000,2783.000000,5939.000000,3156.000000,105.200000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8.883333,2.007002,3.500000,13.000000,9.000000,7.500000,13.000000,5.500000,0.183333,1962.883333,475.837432,866.500000,2969.500000,1940.000000,1391.500000,2969.500000,1578.000000,52.600000,10.800000,1.833030,6.000000,15.000000,11.000000,11.000000,11.000000,0.000000,0.000000,1.660207,0.354060,1.153846,2.363636,1.541958,1.363636,2.363636,1.000000,0.033333,5.400000,0.916515,3.000000,7.500000,5.500000,5.500000,5.500000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162426_voip_001_9219_flow_00000,real_20260823_162426_voip_001_9219,20260823_162426_voip_001_9219,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_meet_audio,real,v2,30,60.291,21.200000,3.807011,13.000000,31.000000,21.000000,24.000000,15.000000,-9.000000,-0.300000,4214.300000,852.251964,2199.000000,6163.000000,4099.000000,5256.000000,2917.000000,-2339.000000,-77.966667,198.952991,20.836931,129.352941,233.117647,201.300000,219.000000,194.466667,-24.533333,-0.817778,63.500083,9.063538,44.926903,78.318116,64.708096,70.833725,58.536446,-12.297279,-0.409909,201.933333,24.752351,122.000000,251.000000,207.750000,221.000000,209.000000,-12.000000,-0.400000,276.340000,21.174680,206.800000,313.900000,279.500000,313.900000,257.800000,-56.100000,-1.870000,290.340000,22.613792,218.400000,329.300000,290.875000,327.900000,266.400000,-61.500000,-2.050000,0.092403,0.020199,0.060840,0.159314,0.088618,0.080348,0.129002,0.048653,0.001622,0.079387,0.015278,0.053673,0.131609,0.076280,0.092737,0.076829,-0.015909,-0.000530,0.069081,0.022667,0.037309,0.122694,0.067224,0.048913,0.116745,0.067832,0.002261,0.194277,0.041799,0.102483,0.333070,0.188788,0.182182,0.218612,0.036430,0.001214,21.200000,3.807011,13.000000,31.000000,21.000000,24.000000,15.000000,-9.000000,-0.300000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4214.300000,852.251964,2199.000000,6163.000000,4099.000000,5256.000000,2917.000000,-2339.000000,-77.966667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,10.600000,1.903506,6.500000,15.500000,10.500000,12.000000,7.500000,-4.500000,-0.150000,2107.150000,426.125982,1099.500000,3081.500000,2049.500000,2628.000000,1458.500000,-1169.500000,-38.983333,13.000000,1.693123,9.000000,16.000000,13.000000,12.000000,13.000000,1.000000,0.033333,1.643836,0.294461,1.153846,2.384615,1.571429,2.000000,1.153846,-0.846154,-0.028205,6.500000,0.846562,4.500000,8.000000,6.500000,6.000000,6.500000,0.500000,0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162426_voip_001_9219_flow_00001,real_20260823_162426_voip_001_9219,20260823_162426_voip_001_9219,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_meet_audio,real,v2,30,59.074,25.866667,4.688520,16.000000,36.000000,26.000000,21.000000,31.000000,10.000000,0.333333,8965.633333,1816.456339,4370.000000,12615.000000,8539.500000,7222.000000,10753.000000,3531.000000,117.700000,345.815634,25.960737,273.125000,405.200000,348.535809,343.904762,346.870968,2.966206,0.098874,113.032977,14.129356,88.745479,146.340010,111.174773,117.427142,116.316515,-1.110627,-0.037021,352.400000,26.852809,261.000000,410.500000,353.750000,337.000000,350.000000,13.000000,0.433333,482.370000,33.740699,423.000000,562.400000,476.200000,496.000000,511.000000,15.000000,0.500000,506.480000,36.915752,443.000000,604.150000,501.175000,519.000000,527.000000,8.000000,0.266667,0.076780,0.014612,0.054833,0.113609,0.074587,0.099155,0.058551,-0.040604,-0.001353,0.069291,0.012142,0.051211,0.100135,0.067943,0.086832,0.055384,-0.031448,-0.001048,0.056596,0.020240,0.032040,0.133792,0.053150,0.088353,0.042155,-0.046199,-0.001540,0.173134,0.033605,0.129272,0.253753,0.167519,0.253753,0.133065,-0.120688,-0.004023,25.866667,4.688520,16.000000,36.000000,26.000000,21.000000,31.000000,10.000000,0.333333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,8965.633333,1816.456339,4370.000000,12615.000000,8539.500000,7222.000000,10753.000000,3531.000000,117.700000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,12.933333,2.344260,8.000000,18.000000,13.000000,10.500000,15.500000,5.000000,0.166667,4482.816667,908.228170,2185.000000,6307.500000,4269.750000,3611.000000,5376.500000,1765.500000,58.850000,13.466667,1.961859,9.000000,17.000000,14.000000,15.000000,14.000000,-1.000000,-0.033333,1.951914,0.416859,1.333333,3.222222,1.878571,1.400000,2.214286,0.814286,0.027143,6.733333,0.980929,4.500000,8.500000,7.000000,7.500000,7.000000,-0.500000,-0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162544_voip_001_9fd7_flow_00000,real_20260823_162544_voip_001_9fd7,20260823_162544_voip_001_9fd7,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_zoom_audio,real,v2,30,61.942,15.100000,4.599638,6.000000,24.000000,15.500000,18.000000,11.000000,-7.000000,-0.233333,2243.800000,663.455319,784.000000,3709.000000,2335.000000,2885.000000,1393.000000,-1492.000000,-49.733333,149.515768,13.619800,126.636364,175.600000,151.891827,160.277778,126.636364,-33.641414,-1.121380,46.948364,8.816080,23.081712,67.797383,47.359492,43.931519,34.064839,-9.866681,-0.328889,151.250000,17.966984,120.500000,195.000000,153.500000,159.500000,130.000000,-29.500000,-0.983333,204.933333,17.499168,167.000000,234.000000,206.050000,227.500000,167.000000,-60.500000,-2.016667,217.031667,21.578193,171.500000,269.000000,221.100000,240.700000,171.500000,-69.200000,-2.306667,0.139528,0.052183,0.078996,0.292477,0.121339,0.111696,0.195850,0.084154,0.002805,0.122442,0.051033,0.058223,0.248879,0.104878,0.075978,0.156568,0.080590,0.002686,0.103353,0.045864,0.047162,0.224832,0.095089,0.112428,0.164978,0.052550,0.001752,0.296909,0.117356,0.153928,0.593920,0.260662,0.208643,0.429997,0.221355,0.007378,15.100000,4.599638,6.000000,24.000000,15.500000,18.000000,11.000000,-7.000000,-0.233333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2243.800000,663.455319,784.000000,3709.000000,2335.000000,2885.000000,1393.000000,-1492.000000,-49.733333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.550000,2.299819,3.000000,12.000000,7.750000,9.000000,5.500000,-3.500000,-0.116667,1121.900000,331.727659,392.000000,1854.500000,1167.500000,1442.500000,696.500000,-746.000000,-24.866667,10.400000,2.653300,6.000000,16.000000,10.000000,14.000000,9.000000,-5.000000,-0.166667,1.444462,0.247528,1.000000,2.000000,1.414286,1.285714,1.222222,-0.063492,-0.002116,5.200000,1.326650,3.000000,8.000000,5.000000,7.000000,4.500000,-2.500000,-0.083333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
20260823_162544_voip_001_9fd7_flow_00001,real_20260823_162544_voip_001_9fd7,20260823_162544_voip_001_9fd7,VoIP,env_win11_wifi,NORMAL,day_4,2026-08-23,batch_20260823_01,dev_win11_laptop,wifi,warp_enabled,voip_zoom_audio,real,v2,30,63.034,14.833333,3.307399,9.000000,21.000000,15.000000,16.000000,15.000000,-1.000000,-0.033333,4460.666667,1008.096997,2750.000000,6282.000000,4519.500000,4557.000000,4675.000000,118.000000,3.933333,301.634077,28.187423,250.000000,371.133333,299.908333,284.812500,311.666667,26.854167,0.895139,102.010236,18.073407,62.217682,148.796994,101.998997,110.849684,117.436318,6.586635,0.219554,297.433333,32.062630,234.000000,393.000000,296.000000,274.000000,311.000000,37.000000,1.233333,423.513333,41.537676,311.600000,492.800000,426.300000,390.500000,461.000000,70.500000,2.350000,456.433333,38.856159,386.400000,529.000000,463.900000,446.250000,506.600000,60.350000,2.011667,0.131673,0.028267,0.082552,0.205879,0.129522,0.118942,0.126543,0.007601,0.000253,0.110317,0.031548,0.052461,0.207732,0.104110,0.094694,0.119113,0.024419,0.000814,0.102463,0.030776,0.059391,0.176002,0.093664,0.089164,0.059391,-0.029773,-0.000992,0.265675,0.066217,0.147341,0.408425,0.256213,0.252155,0.318842,0.066687,0.002223,14.833333,3.307399,9.000000,21.000000,15.000000,16.000000,15.000000,-1.000000,-0.033333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4460.666667,1008.096997,2750.000000,6282.000000,4519.500000,4557.000000,4675.000000,118.000000,3.933333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,7.416667,1.653700,4.500000,10.500000,7.500000,8.000000,7.500000,-0.500000,-0.016667,2230.333333,504.048499,1375.000000,3141.000000,2259.750000,2278.500000,2337.500000,59.000000,1.966667,10.933333,2.128119,7.000000,15.000000,10.000000,10.000000,9.000000,-1.000000,-0.033333,1.356056,0.147334,1.100000,1.666667,1.335664,1.600000,1.666667,0.066667,0.002222,5.466667,1.064059,3.500000,7.500000,5.000000,5.000000,4.500000,-0.500000,-0.016667,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,1.000000,1.000000,0.000000
